GENE,Num Expt,Total,Max SC,Ave SC,Frequency
UNC45A,19,343,14,2.6,5.5
USP15,19,343,21,3.7,5.5
VDAC3,19,343,13,2.8,5.5
YES1,19,343,18,5.5,5.5
YLPM1,19,343,25,4.4,5.5
YTHDF1,19,343,6,2.4,5.5
ZC3HAV1,19,343,13,3.7,5.5
ZNF706,19,343,4,1.7,5.5
ABCD3,18,343,12,3.2,5.2
ACADVL,18,343,20,5.3,5.2
ACTR3B,18,343,4,1.4,5.2
ADRM1,18,343,3,1.6,5.2
ADSL,18,343,5,1.8,5.2
ALDH7A1,18,343,17,3.2,5.2
ALDH9A1,18,343,7,1.9,5.2
ATP6V1B2,18,343,9,1.9,5.2
BTF3,18,343,5,1.8,5.2
C7orf50,18,343,5,1.6,5.2
CDK4,18,343,28,3.0,5.2
DNAJA3,18,343,4,2.0,5.2
DSG2,18,343,48,8.7,5.2
DYNLL2,18,343,3,1.4,5.2
DYNLRB1,18,343,2,1.2,5.2
ECHS1,18,343,4,1.4,5.2
ENAH,18,343,4,1.6,5.2
EPB41L2,18,343,24,4.2,5.2
FARSB,18,343,13,3.2,5.2
FBXO17,18,343,3,1.4,5.2
GNL3L,18,343,5,1.6,5.2
GPATCH1,18,343,34,9.5,5.2
GPATCH4,18,343,9,3.2,5.2
HARS,18,343,6,1.9,5.2
HK1,18,343,20,3.9,5.2
IGLL5,18,343,16,3.5,5.2
ISYNA1,18,343,13,2.4,5.2
KIF2A,18,343,8,2.4,5.2
KPNA3,18,343,14,3.5,5.2
KPNA5,18,343,5,1.6,5.2
LCP1,18,343,19,5.6,5.2
LSM7,18,343,3,1.5,5.2
LTV1,18,343,4,1.5,5.2
MKI67IP,18,343,9,3.1,5.2
NCAPH,18,343,11,3.6,5.2
NT5DC2,18,343,4,1.7,5.2
NTPCR,18,343,6,2.3,5.2
NUP155,18,343,26,4.4,5.2
PDCD6,18,343,30,4.9,5.2
PHIP,18,343,31,10.7,5.2
POLR2G,18,343,19,4.1,5.2
POP1,18,343,7,2.7,5.2
PPP1R10,18,343,91,21.5,5.2
PWP2,18,343,18,5.6,5.2
RAB10,18,343,7,2.3,5.2
RBM34,18,343,13,2.9,5.2
RPL7L1,18,343,14,2.9,5.2
RRP1,18,343,7,1.8,5.2
SARS2,18,343,3,1.4,5.2
SMNDC1,18,343,4,2.2,5.2
SPTBN4,18,343,4,1.8,5.2
SRP9,18,343,4,1.6,5.2
TCEB1,18,343,4,1.8,5.2
TEX10,18,343,16,4.1,5.2
TIMM44,18,343,4,1.7,5.2
TRIP13,18,343,7,2.4,5.2
TUBG2,18,343,3,1.6,5.2
VAT1,18,343,7,2.1,5.2
XAB2,18,343,32,12.1,5.2
YTHDC1,18,343,31,14.3,5.2
ZC3H14,18,343,25,9.9,5.2
AHNAK,17,343,67,9.0,5.0
AHSA1,17,343,4,1.6,5.0
AMD1,17,343,5,2.0,5.0
ANP32B,17,343,4,1.7,5.0
ARPC1A,17,343,8,2.1,5.0
ATP12A,17,343,8,2.1,5.0
ATP5J2,17,343,3,1.4,5.0
C16orf80,17,343,6,2.6,5.0
C3orf63,17,343,14,4.4,5.0
C6,17,343,4,1.6,5.0
CAPNS1,17,343,41,9.1,5.0
CCDC88A,17,343,34,5.2,5.0
CHD1,17,343,40,9.7,5.0
CHD3,17,343,4,1.5,5.0
CPNE3,17,343,9,2.6,5.0
CTNNA1,17,343,50,7.2,5.0
CYB5R3,17,343,13,3.4,5.0
DDX24,17,343,14,3.2,5.0
ENY2,17,343,6,2.4,5.0
ERC1,17,343,11,2.9,5.0
ERP29,17,343,3,1.4,5.0
ETFA,17,343,13,4.2,5.0
GAPDHS,17,343,4,1.6,5.0
GGCT,17,343,7,2.5,5.0
GNA11,17,343,9,2.4,5.0
HEATR1,17,343,43,6.4,5.0
HMGB3,17,343,3,1.4,5.0
INF2,17,343,3,1.5,5.0
KIAA1429,17,343,12,5.5,5.0
LMO7,17,343,67,9.4,5.0
NAA38,17,343,3,1.6,5.0
NARS,17,343,10,2.5,5.0
NHP2,17,343,8,2.7,5.0
NKAPL,17,343,6,2.6,5.0
NOP16,17,343,7,3.4,5.0
PFDN2,17,343,8,1.9,5.0
PFKM,17,343,8,2.3,5.0
PPM1G,17,343,5,1.7,5.0
PSAT1,17,343,14,3.8,5.0
PUM2,17,343,5,1.4,5.0
PURA,17,343,5,2.1,5.0
RPF2,17,343,13,4.3,5.0
RRS1,17,343,18,5.6,5.0
SERPINB4,17,343,38,6.4,5.0
SFXN1,17,343,18,4.6,5.0
SHMT1,17,343,5,1.8,5.0
SLAIN2,17,343,3,1.5,5.0
TERF2,17,343,43,9.6,5.0
THOC6,17,343,22,7.0,5.0
TTN,17,343,3,1.5,5.0
UBTF,17,343,42,12.3,5.0
USP5,17,343,13,2.6,5.0
WDR12,17,343,10,2.8,5.0
ACOT7,16,343,10,2.2,4.7
AHCTF1,16,343,12,4.3,4.7
AK2,16,343,6,2.3,4.7
ALOX12B,16,343,9,2.0,4.7
APRT,16,343,14,3.3,4.7
ATP5L,16,343,8,1.8,4.7
C8B,16,343,10,2.3,4.7
CDK13,16,343,3,1.4,4.7
CDK16,16,343,2,1.1,4.7
CDK18,16,343,2,1.1,4.7
CHD2,16,343,26,5.8,4.7
CHD5,16,343,6,2.3,4.7
CNN3,16,343,11,2.3,4.7
CNP,16,343,8,2.3,4.7
CPSF4,16,343,15,3.8,4.7
CRYZ,16,343,2,1.3,4.7
CTNNBL1,16,343,16,5.5,4.7
CWC22,16,343,13,3.1,4.7
DHX35,16,343,29,12.1,4.7
DIMT1L,16,343,7,3.3,4.7
DNAJC8,16,343,8,2.3,4.7
DOCK7,16,343,21,3.6,4.7
EXOC4,16,343,5,1.4,4.7
F2,16,343,3,1.6,4.7
FLOT1,16,343,36,10.9,4.7
GIGYF2,16,343,87,7.8,4.7
GNL2,16,343,13,5.6,4.7
HN1,16,343,3,1.2,4.7
HRG,16,343,4,1.6,4.7
IPO4,16,343,18,2.9,4.7
ISY1,16,343,11,4.1,4.7
LARP7,16,343,4,1.8,4.7
LGALS3BP,16,343,74,15.1,4.7
LRRFIP1,16,343,5,1.3,4.7
MRPS22,16,343,10,3.1,4.7
MT-CO2,16,343,14,2.8,4.7
MTA2,16,343,11,3.9,4.7
NAA10,16,343,2,1.1,4.7
NCBP2,16,343,6,2.4,4.7
NCOA5,16,343,20,5.6,4.7
NIP7,16,343,6,2.2,4.7
NOL6,16,343,23,5.7,4.7
NUP205,16,343,25,6.7,4.7
OGDH,16,343,5,1.9,4.7
PAK1IP1,16,343,8,3.8,4.7
PAK4,16,343,4,1.8,4.7
PHF3,16,343,14,4.0,4.7
PPAN,16,343,7,2.9,4.7
PPAN-P2RY11,16,343,7,2.9,4.7
PYCR2,16,343,7,2.0,4.7
RGPD1,16,343,6,2.3,4.7
RGPD2,16,343,6,2.3,4.7
RGPD3,16,343,8,2.5,4.7
RGPD4,16,343,7,2.4,4.7
RGPD5,16,343,6,1.9,4.7
RGPD6,16,343,6,1.9,4.7
RGPD8,16,343,6,1.9,4.7
RNF219,16,343,17,5.4,4.7
RPRD1B,16,343,16,5.5,4.7
RSF1,16,343,30,7.3,4.7
SAP30BP,16,343,2,1.4,4.7
SENP3,16,343,4,1.9,4.7
SERPINC1,16,343,6,2.8,4.7
SLC16A1,16,343,7,1.9,4.7
SLC3A2,16,343,6,2.8,4.7
SPATA7,16,343,11,2.4,4.7
TBCA,16,343,3,1.4,4.7
TMEM33,16,343,6,2.0,4.7
VAPA,16,343,9,2.1,4.7
ZCCHC8,16,343,13,5.7,4.7
ABI1,15,343,10,2.3,4.4
ACTR1B,15,343,7,1.5,4.4
AFF1,15,343,2,1.2,4.4
AKR1B1,15,343,20,3.7,4.4
AP2A1,15,343,14,3.0,4.4
AP3S1,15,343,5,1.5,4.4
APOBEC3C,15,343,9,3.9,4.4
ARPC2,15,343,13,3.9,4.4
ASCC3,15,343,14,2.4,4.4
ASNS,15,343,17,4.0,4.4
ATAD2,15,343,32,6.8,4.4
ATP5H,15,343,4,1.5,4.4
CCAR1,15,343,7,3.1,4.4
CDC40,15,343,19,11.1,4.4
CDK14,15,343,2,1.1,4.4
CDK15,15,343,2,1.1,4.4
CDK17,15,343,2,1.1,4.4
CDK5,15,343,4,1.3,4.4
CDK6,15,343,2,1.1,4.4
CHCHD2,15,343,178,18.9,4.4
CHCHD3,15,343,31,4.9,4.4
CSTF1,15,343,12,3.0,4.4
DAP3,15,343,10,2.9,4.4
DDX52,15,343,6,2.1,4.4
DEFA1,15,343,3,1.5,4.4
DEFA1B,15,343,3,1.5,4.4
DEFA3,15,343,3,1.5,4.4
DHX29,15,343,5,2.3,4.4
DNAJB6,15,343,6,1.9,4.4
DPM1,15,343,8,2.1,4.4
DYNLRB2,15,343,2,1.1,4.4
FAM120A,15,343,78,12.7,4.4
FANCI,15,343,8,2.6,4.4
FYN,15,343,8,3.4,4.4
GPR107,15,343,2,1.2,4.4
HADH,15,343,9,1.9,4.4
HNRPLL,15,343,8,2.0,4.4
IDH1,15,343,6,1.9,4.4
KDM1A,15,343,9,2.7,4.4
KRR1,15,343,5,2.5,4.4
MAGED4,15,343,2,1.3,4.4
MAGED4B,15,343,2,1.3,4.4
MAP1A,15,343,30,5.4,4.4
MDC1,15,343,41,10.8,4.4
MTA1,15,343,8,2.3,4.4
MTDH,15,343,8,2.6,4.4
MYH8,15,343,33,3.3,4.4
MYO1E,15,343,6,2.5,4.4
NDUFA9,15,343,7,2.9,4.4
NOC2L,15,343,16,4.3,4.4
NOC3L,15,343,12,2.7,4.4
NUP214,15,343,12,3.5,4.4
NVL,15,343,18,5.8,4.4
PFDN5,15,343,4,1.6,4.4
PLS1,15,343,19,4.0,4.4
PPP6R3,15,343,3,1.3,4.4
PQBP1,15,343,10,3.6,4.4
PRKAR2A,15,343,5,2.1,4.4
PRPF4B,15,343,62,35.4,4.4
PTPN11,15,343,36,4.5,4.4
PUM1,15,343,10,2.4,4.4
QPCTL,15,343,12,3.2,4.4
RAB6A,15,343,2,1.3,4.4
RPRD2,15,343,28,10.8,4.4
RPS19BP1,15,343,2,1.3,4.4
SART3,15,343,6,1.7,4.4
SCAF4,15,343,8,2.3,4.4
SEC16A,15,343,8,2.3,4.4
SFSWAP,15,343,9,4.6,4.4
SLC45A1,15,343,4,1.7,4.4
SMARCA2,15,343,10,2.3,4.4
SMCHD1,15,343,33,5.2,4.4
SNCA,15,343,3,1.5,4.4
SPECC1L,15,343,29,6.9,4.4
SQSTM1,15,343,7,2.6,4.4
STAT3,15,343,12,3.4,4.4
THOC1,15,343,20,6.5,4.4
THOC3,15,343,5,2.3,4.4
TRIM25,15,343,6,2.2,4.4
TXNDC5,15,343,8,2.0,4.4
UHRF1,15,343,14,2.4,4.4
UTP18,15,343,12,4.3,4.4
VBP1,15,343,5,1.5,4.4
WBP11,15,343,25,9.6,4.4
WDR3,15,343,18,5.6,4.4
WDR81,15,343,6,2.1,4.4
ZC3H13,15,343,8,2.8,4.4
ACAA2,14,343,12,3.5,4.1
ADD3,14,343,14,3.5,4.1
ALDH1A2,14,343,10,2.8,4.1
ALDH5A1,14,343,5,1.4,4.1
ARL1,14,343,2,1.3,4.1
ATXN10,14,343,4,1.6,4.1
CEP170,14,343,8,2.9,4.1
CKMT1A,14,343,3,1.3,4.1
CKMT1B,14,343,3,1.3,4.1
CLK3,14,343,9,5.0,4.1
COPZ1,14,343,4,1.6,4.1
CPNE1,14,343,11,2.7,4.1
CRIPT,14,343,2,1.2,4.1
CSTF3,14,343,33,7.4,4.1
CYR61,14,343,29,7.9,4.1
DNAJC10,14,343,5,2.6,4.1
EDC4,14,343,31,4.2,4.1
EIF2C1,14,343,6,2.6,4.1
FAM5C,14,343,4,2.1,4.1
FAM96B,14,343,2,1.1,4.1
G6PD,14,343,13,3.9,4.1
GNA14,14,343,7,2.2,4.1
GPC4,14,343,11,2.9,4.1
HAT1,14,343,10,2.4,4.1
IDH3A,14,343,5,2.4,4.1
JAK1,14,343,75,14.6,4.1
KAT7,14,343,9,3.4,4.1
KIAA0020,14,343,17,6.9,4.1
KIF22,14,343,3,1.4,4.1
KRI1,14,343,6,2.4,4.1
LLPH,14,343,20,2.8,4.1
LSM3,14,343,2,1.3,4.1
LTA4H,14,343,20,7.0,4.1
MADD,14,343,13,4.1,4.1
MPHOSPH8,14,343,6,2.5,4.1
MRPS27,14,343,6,1.8,4.1
NMT1,14,343,8,2.5,4.1
NOL9,14,343,9,4.1,4.1
NUP107,14,343,16,4.6,4.1
PAFAH1B1,14,343,4,1.6,4.1
PINX1,14,343,4,1.4,4.1
POF1B,14,343,17,2.9,4.1
PRKAR1A,14,343,10,2.3,4.1
PRMT8,14,343,4,1.7,4.1
PRR11,14,343,5,1.7,4.1
RAB8A,14,343,5,2.1,4.1
RACGAP1,14,343,6,2.9,4.1
RBMX2,14,343,8,3.7,4.1
ROCK1,14,343,9,3.1,4.1
RRM2,14,343,5,1.9,4.1
SCAF1,14,343,16,7.4,4.1
SDF4,14,343,1,1.0,4.1
SEC23A,14,343,13,2.6,4.1
SEH1L,14,343,7,3.1,4.1
SEPT6,14,343,4,1.5,4.1
SLC47A1,14,343,2,1.3,4.1
SPATS2,14,343,5,2.7,4.1
SPATS2L,14,343,9,3.6,4.1
SPRR1B,14,343,9,1.9,4.1
SRP54,14,343,3,1.8,4.1
TACC3,14,343,6,1.6,4.1
TAF5,14,343,43,14.4,4.1
THOC5,14,343,20,5.3,4.1
TJP1,14,343,65,13.1,4.1
TJP2,14,343,27,5.5,4.1
TLE3,14,343,3,1.3,4.1
TMEM189,14,343,5,1.9,4.1
TMEM189-UBE2V1,14,343,5,1.9,4.1
TOE1,14,343,18,10.3,4.1
TRIP12,14,343,18,3.9,4.1
TWF1,14,343,5,1.8,4.1
UBE2V1,14,343,5,1.9,4.1
UBQLN2,14,343,4,1.6,4.1
UQCRC1,14,343,13,2.7,4.1
USP11,14,343,4,1.5,4.1
USP9Y,14,343,6,2.2,4.1
WDR5,14,343,4,1.7,4.1
XPO7,14,343,12,2.4,4.1
XPOT,14,343,8,3.1,4.1
ZC3H4,14,343,71,10.3,4.1
ZNF512,14,343,8,4.1,4.1
A2M,13,343,13,3.4,3.8
ACBD3,13,343,4,1.5,3.8
ACP1,13,343,4,1.7,3.8
ACSL3,13,343,16,2.5,3.8
AGK,13,343,4,1.5,3.8
ANP32E,13,343,3,1.9,3.8
AP2A2,13,343,10,2.2,3.8
APOBEC3D,13,343,3,1.5,3.8
AURKA,13,343,123,13.0,3.8
C17orf85,13,343,17,3.4,3.8
C4orf43,13,343,4,2.0,3.8
C9orf114,13,343,7,2.8,3.8
CLINT1,13,343,4,1.6,3.8
COPS8,13,343,2,1.1,3.8
COX4I1,13,343,3,1.7,3.8
CPNE8,13,343,12,2.0,3.8
CSRP1,13,343,3,1.8,3.8
DNMT1,13,343,27,3.8,3.8
DNTTIP2,13,343,14,3.5,3.8
DUT,13,343,3,1.2,3.8
EPS8,13,343,3,1.4,3.8
EXOSC7,13,343,3,1.4,3.8
GLRX3,13,343,7,2.2,3.8
GPC6,13,343,6,1.8,3.8
GSTM3,13,343,12,3.8,3.8
GSTO1,13,343,7,2.6,3.8
HINT1,13,343,3,1.5,3.8
HLA-A,13,343,5,1.5,3.8
IQGAP2,13,343,9,2.2,3.8
ITPR3,13,343,15,3.6,3.8
KCTD12,13,343,4,1.6,3.8
KIAA1462,13,343,24,5.3,3.8
LARP4,13,343,13,3.2,3.8
LEO1,13,343,8,3.2,3.8
ME2,13,343,9,2.4,3.8
MRPS31,13,343,5,1.8,3.8
MRPS7,13,343,4,1.5,3.8
MTCH1,13,343,3,1.4,3.8
MYEF2,13,343,6,2.5,3.8
MYO5C,13,343,9,3.3,3.8
NCCRP1,13,343,5,1.8,3.8
NCKAP1,13,343,8,2.8,3.8
NLE1,13,343,3,1.5,3.8
NOP10,13,343,4,1.8,3.8
NSA2,13,343,6,1.9,3.8
NUP133,13,343,25,5.5,3.8
NUP98,13,343,11,4.2,3.8
NUSAP1,13,343,8,3.3,3.8
OXCT1,13,343,10,3.1,3.8
PAWR,13,343,4,1.8,3.8
PBRM1,13,343,11,4.6,3.8
PDS5A,13,343,21,5.0,3.8
PFDN1,13,343,9,1.7,3.8
PGM1,13,343,11,2.5,3.8
PPIF,13,343,3,1.5,3.8
PTRF,13,343,31,4.8,3.8
PZP,13,343,4,1.7,3.8
RAB14,13,343,2,1.4,3.8
RAB35,13,343,5,2.0,3.8
RAC1,13,343,5,1.9,3.8
RAI14,13,343,40,9.3,3.8
RAVER1,13,343,18,2.9,3.8
RBM15B,13,343,9,3.6,3.8
RBM4,13,343,7,2.5,3.8
RBM7,13,343,9,4.5,3.8
RING1,13,343,2,1.1,3.8
SAMHD1,13,343,13,2.8,3.8
SEC24C,13,343,19,2.9,3.8
SEC31A,13,343,12,4.0,3.8
SEC61A1,13,343,5,2.0,3.8
SERF2,13,343,6,2.8,3.8
SMARCE1,13,343,3,1.2,3.8
SPRR1A,13,343,9,1.9,3.8
SRC,13,343,10,3.2,3.8
SRM,13,343,6,2.2,3.8
SRPRB,13,343,5,2.2,3.8
SSR1,13,343,4,1.7,3.8
TBCB,13,343,7,1.7,3.8
TFAM,13,343,7,2.1,3.8
TPX2,13,343,17,7.7,3.8
TRIM26,13,343,21,6.2,3.8
UBE2L3,13,343,5,1.8,3.8
USP10,13,343,8,2.2,3.8
YTHDC2,13,343,13,2.8,3.8
ZC3H15,13,343,8,2.3,3.8
AARS2,12,343,12,2.4,3.5
AATF,12,343,10,2.3,3.5
ACO2,12,343,39,6.5,3.5
ACTR3C,12,343,4,1.5,3.5
ADSS,12,343,4,2.0,3.5
AFG3L2,12,343,5,2.6,3.5
AKAP17A,12,343,13,5.9,3.5
AKR1A1,12,343,3,1.7,3.5
ANXA6,12,343,28,6.4,3.5
APOD,12,343,12,3.8,3.5
BUD13,12,343,12,4.8,3.5
C11orf58,12,343,4,1.7,3.5
C16orf88,12,343,8,2.4,3.5
C19orf53,12,343,2,1.2,3.5
C9orf82,12,343,4,2.2,3.5
CA2,12,343,14,3.4,3.5
CAPN2,12,343,7,1.6,3.5
CARM1,12,343,3,1.6,3.5
CCDC12,12,343,6,2.4,3.5
CD2BP2,12,343,5,2.8,3.5
CD3EAP,12,343,7,4.4,3.5
CIRH1A,12,343,13,2.8,3.5
CKAP2,12,343,7,2.3,3.5
CLK2,12,343,8,3.0,3.5
CMAS,12,343,5,1.8,3.5
COL1A1,12,343,67,9.2,3.5
COPS5,12,343,3,1.3,3.5
CORO1B,12,343,6,2.1,3.5
COX5A,12,343,2,1.4,3.5
COX7A2,12,343,2,1.1,3.5
CPNE2,12,343,2,1.2,3.5
CPNE4,12,343,2,1.2,3.5
CPNE5,12,343,2,1.2,3.5
CPNE6,12,343,2,1.2,3.5
CPNE7,12,343,2,1.2,3.5
CSNK1A1,12,343,4,2.0,3.5
CSNK2A2,12,343,4,1.8,3.5
CTNND1,12,343,26,4.9,3.5
CWF19L2,12,343,16,9.8,3.5
DCAF7,12,343,14,2.4,3.5
DCXR,12,343,7,2.2,3.5
DDX19A,12,343,3,1.4,3.5
DDX19B,12,343,3,1.4,3.5
DHX38,12,343,19,4.8,3.5
DNAJB1,12,343,3,1.5,3.5
DNAJB2,12,343,5,1.9,3.5
DNM1L,12,343,18,4.2,3.5
EIF1,12,343,3,1.6,3.5
EIF1B,12,343,3,1.6,3.5
EIF4G2,12,343,5,1.6,3.5
FKBP5,12,343,4,1.6,3.5
FYTTD1,12,343,8,3.0,3.5
GPATCH8,12,343,6,2.3,3.5
GSPT2,12,343,11,2.1,3.5
GTF3C4,12,343,7,2.0,3.5
IPO9,12,343,8,2.3,3.5
KIF2C,12,343,9,3.1,3.5
LANCL1,12,343,2,1.1,3.5
LARP1B,12,343,4,1.8,3.5
LIG3,12,343,25,4.8,3.5
LYN,12,343,18,3.7,3.5
MAP7D1,12,343,9,4.3,3.5
MDN1,12,343,7,2.1,3.5
ME1,12,343,2,1.2,3.5
MLLT4,12,343,16,4.1,3.5
MMS19,12,343,5,1.8,3.5
MPHOSPH10,12,343,15,3.6,3.5
MYH1,12,343,42,4.7,3.5
NDUFS1,12,343,33,5.6,3.5
NOL11,12,343,11,3.3,3.5
NUP160,12,343,14,4.6,3.5
NUP85,12,343,5,2.1,3.5
PAFAH1B3,12,343,4,1.8,3.5
PCBP4,12,343,2,1.1,3.5
PDE3A,12,343,3,1.3,3.5
PNISR,12,343,5,2.2,3.5
PNPO,12,343,4,1.7,3.5
POLR1A,12,343,27,12.6,3.5
POLR1E,12,343,8,3.7,3.5
POLR2I,12,343,6,2.5,3.5
POLRMT,12,343,9,1.9,3.5
PPIL3,12,343,1,1.0,3.5
PRADC1,12,343,1,1.0,3.5
PSME2,12,343,27,4.9,3.5
PTCD3,12,343,5,2.0,3.5
PYGB,12,343,12,4.0,3.5
RAB13,12,343,6,2.0,3.5
RAB8B,12,343,5,2.0,3.5
RALA,12,343,8,2.6,3.5
RBFOX2,12,343,5,2.1,3.5
RNF2,12,343,4,1.7,3.5
SCAMP3,12,343,4,1.4,3.5
SDAD1,12,343,6,2.3,3.5
SEC23B,12,343,7,1.9,3.5
SMEK1,12,343,7,2.1,3.5
SNIP1,12,343,14,7.0,3.5
SPRR2E,12,343,13,3.5,3.5
SREK1IP1,12,343,2,1.3,3.5
SRP19,12,343,3,1.4,3.5
SSR3,12,343,5,1.4,3.5
SVIL,12,343,57,12.8,3.5
SYF2,12,343,5,2.8,3.5
TAF10,12,343,10,4.6,3.5
TAF4B,12,343,3,1.5,3.5
TAF9,12,343,27,9.5,3.5
TBC1D10B,12,343,4,1.4,3.5
TBCD,12,343,12,2.1,3.5
TBP,12,343,4,2.0,3.5
TEX9,12,343,1,1.0,3.5
TMED10,12,343,5,1.8,3.5
TRMT6,12,343,20,4.8,3.5
TTLL12,12,343,9,2.0,3.5
UBL4A,12,343,6,2.5,3.5
USP42,12,343,19,6.2,3.5
ACAT2,11,343,10,2.3,3.2
AKAP12,11,343,6,2.0,3.2
AKT2,11,343,4,1.5,3.2
ALDH2,11,343,13,2.8,3.2
APOBEC3F,11,343,5,1.8,3.2
ARPC3,11,343,6,2.5,3.2
ATAD2B,11,343,9,2.9,3.2
ATP5D,11,343,3,1.5,3.2
BLOC1S2,11,343,24,5.2,3.2
BRD9,11,343,13,6.5,3.2
C7,11,343,4,2.1,3.2
CAMK2D,11,343,13,3.5,3.2
CCDC47,11,343,5,1.9,3.2
CCDC75,11,343,3,1.5,3.2
CDC42BPB,11,343,3,1.6,3.2
CGN,11,343,32,6.7,3.2
CHCHD1,11,343,3,1.6,3.2
CLPX,11,343,4,2.3,3.2
COBRA1,11,343,2,1.2,3.2
COMT,11,343,5,2.3,3.2
CPVL,11,343,4,1.9,3.2
CSNK2B,11,343,6,2.1,3.2
CUL2,11,343,14,2.5,3.2
CYCS,11,343,4,1.5,3.2
DCTPP1,11,343,3,1.2,3.2
DHX36,11,343,21,5.2,3.2
DSC2,11,343,12,2.1,3.2
DTD1,11,343,2,1.1,3.2
EIF2AK2,11,343,7,2.0,3.2
EIF2C3,11,343,5,2.5,3.2
EIF4G3,11,343,9,2.7,3.2
ELAVL2,11,343,3,1.5,3.2
ELAVL4,11,343,3,1.3,3.2
ERC2,11,343,3,1.4,3.2
EXOSC4,11,343,7,1.7,3.2
FANCD2,11,343,2,1.3,3.2
FLOT2,11,343,29,10.1,3.2
FNBP4,11,343,6,4.0,3.2
GATAD2B,11,343,5,1.9,3.2
GEMIN5,11,343,21,3.5,3.2
GLT25D1,11,343,5,1.6,3.2
GNAQ,11,343,10,2.5,3.2
GSDMA,11,343,6,2.1,3.2
HAX1,11,343,7,1.7,3.2
HDGF,11,343,8,2.7,3.2
HM13,11,343,4,1.3,3.2
HSPBP1,11,343,4,1.5,3.2
IDH2,11,343,7,2.1,3.2
ITGB1,11,343,10,3.5,3.2
KEAP1,11,343,4,1.9,3.2
KIF1A,11,343,6,2.0,3.2
KIFC1,11,343,3,1.4,3.2
MASP1,11,343,15,2.8,3.2
MRPS9,11,343,4,1.4,3.2
MTCH2,11,343,4,2.4,3.2
MYH2,11,343,42,5.0,3.2
MYO18A,11,343,23,4.8,3.2
MYO1F,11,343,5,1.7,3.2
NOC4L,11,343,11,3.1,3.2
NSF,11,343,5,2.9,3.2
NT5C2,11,343,10,3.5,3.2
PCNP,11,343,5,1.9,3.2
PEG10,11,343,2,1.1,3.2
PFKFB3,11,343,24,5.5,3.2
PGRMC2,11,343,2,1.2,3.2
PI4KA,11,343,12,2.6,3.2
PIN1,11,343,3,1.2,3.2
PLAT,11,343,18,5.5,3.2
PLIN3,11,343,14,4.5,3.2
PLOD1,11,343,7,1.9,3.2
PMPCA,11,343,6,2.3,3.2
PPIAL4D,11,343,1,1.0,3.2
PPIAL4G,11,343,1,1.0,3.2
PPIH,11,343,4,1.8,3.2
PPIL1,11,343,3,1.9,3.2
PPWD1,11,343,4,2.0,3.2
PRRC2B,11,343,3,1.4,3.2
PTK6,11,343,3,1.4,3.2
PYGL,11,343,24,4.5,3.2
RAB15,11,343,4,1.4,3.2
RAB3GAP1,11,343,4,1.5,3.2
RAB6B,11,343,2,1.3,3.2
RAC2,11,343,5,1.5,3.2
RAC3,11,343,5,1.8,3.2
RAE1,11,343,8,2.4,3.2
RBBP6,11,343,96,70.9,3.2
RBFOX1,11,343,5,1.8,3.2
RBM23,11,343,11,6.7,3.2
RBM42,11,343,2,1.2,3.2
RCL1,11,343,13,3.5,3.2
RG9MTD1,11,343,5,2.0,3.2
RHOB,11,343,4,1.5,3.2
RPL37,11,343,9,2.4,3.2
RRP8,11,343,4,2.1,3.2
RSRC1,11,343,17,12.1,3.2
S100A6,11,343,5,2.6,3.2
S100A7A,11,343,5,2.5,3.2
SAR1A,11,343,4,1.8,3.2
SAR1B,11,343,3,1.6,3.2
SCAF8,11,343,7,2.0,3.2
SNX3,11,343,6,2.2,3.2
SPRR2A,11,343,12,3.3,3.2
SPRR2B,11,343,12,3.3,3.2
SPRR2D,11,343,13,3.4,3.2
SPRR2G,11,343,9,3.0,3.2
SUGP1,11,343,26,5.8,3.2
SUGP2,11,343,31,6.0,3.2
TAF1L,11,343,24,9.3,3.2
TAF2,11,343,20,10.8,3.2
TOMM40,11,343,8,3.4,3.2
TPT1,11,343,6,2.3,3.2
TRMT1,11,343,2,1.4,3.2
U2AF1L4,11,343,7,2.3,3.2
USP36,11,343,9,2.0,3.2
UTP14A,11,343,10,3.6,3.2
WDR26,11,343,13,3.2,3.2
WHSC1,11,343,5,2.2,3.2
ZMYM3,11,343,12,4.5,3.2
ACSL4,10,343,4,1.5,2.9
AKAP2,10,343,37,6.0,2.9
AP2M1,10,343,6,2.4,2.9
BCCIP,10,343,3,1.2,2.9
BZW1,10,343,11,2.7,2.9
C10orf137,10,343,3,1.5,2.9
C10orf2,10,343,2,1.4,2.9
C11orf57,10,343,10,4.8,2.9
C15orf52,10,343,16,5.7,2.9
C19orf29,10,343,3,1.5,2.9
C21orf33,10,343,7,2.7,2.9
CBX8,10,343,6,2.1,2.9
CCDC88C,10,343,30,11.5,2.9
CHMP4B,10,343,4,2.2,2.9
CKM,10,343,9,2.3,2.9
CLIC4,10,343,7,2.3,2.9
COPS7A,10,343,3,1.5,2.9
DDX31,10,343,4,2.0,2.9
DECR1,10,343,8,4.0,2.9
DHCR7,10,343,6,2.3,2.9
DHRS2,10,343,60,17.2,2.9
DHX57,10,343,8,2.9,2.9
DNAJB8,10,343,5,1.7,2.9
EIF2B4,10,343,2,1.5,2.9
EML4,10,343,10,2.7,2.9
ERO1L,10,343,4,1.4,2.9
ERP44,10,343,2,1.3,2.9
